user_id,signup_date,user_segment,device_type,location,age_group
99,2024-01-23,new,tablet,Germany,26-35
100,2024-01-14,new,mobile,Canada,18-25
101,2024-02-12,new,tablet,Canada,46-55
102,2024-01-18,returning,mobile,United Kingdom,46-55
103,2024-02-14,new,mobile,United Kingdom,36-45
104,2024-02-29,returning,mobile,United Kingdom,18-25
105,2024-02-13,VIP,desktop,United Kingdom,46-55
106,2024-02-11,new,mobile,Canada,18-25
107,2024-01-05,returning,desktop,United States,26-35
108,2024-02-08,returning,desktop,United States,26-35
109,2024-02-10,new,desktop,Australia,36-45
110,2024-01-11,new,mobile,Australia,36-45
111,2024-02-04,new,tablet,United States,36-45
112,2024-02-16,new,desktop,United States,46-55
113,2024-01-16,VIP,mobile,United States,26-35
114,2024-01-11,returning,desktop,United Kingdom,36-45
115,2024-01-30,returning,desktop,United States,18-25
116,2024-01-25,VIP,desktop,United Kingdom,26-35
117,2024-01-18,returning,mobile,Australia,18-25
118,2024-02-29,new,mobile,Australia,46-55
119,2024-02-10,VIP,mobile,United States,56+
120,2024-02-14,returning,mobile,Australia,18-25
121,2024-02-05,returning,desktop,United Kingdom,26-35
122,2024-01-15,VIP,tablet,United States,26-35
123,2024-02-13,new,tablet,United States,26-35
124,2024-01-21,new,desktop,United Kingdom,26-35
125,2024-02-23,new,desktop,Australia,18-25
126,2024-02-19,returning,mobile,United States,18-25
127,2024-02-19,returning,desktop,United States,26-35
128,2024-01-04,VIP,mobile,Canada,18-25
129,2024-01-15,new,mobile,Australia,26-35
130,2024-02-22,returning,desktop,Australia,26-35
131,2024-01-03,returning,mobile,United States,36-45
132,2024-02-21,new,mobile,United States,36-45
133,2024-01-21,new,desktop,Australia,36-45
134,2024-01-26,new,mobile,United Kingdom,18-25
135,2024-01-18,VIP,mobile,Australia,26-35
136,2024-01-05,new,mobile,Germany,56+
137,2024-01-14,returning,mobile,United States,26-35
138,2024-02-28,returning,mobile,United Kingdom,26-35
139,2024-03-01,new,desktop,United States,46-55
140,2024-02-06,VIP,mobile,Germany,18-25
141,2024-02-26,VIP,desktop,Canada,26-35
142,2024-02-15,new,mobile,Australia,18-25
143,2024-01-21,returning,mobile,Australia,26-35
144,2024-01-14,new,desktop,United States,18-25
145,2024-02-11,new,desktop,United States,18-25
146,2024-02-01,new,desktop,Canada,26-35
147,2024-01-26,returning,tablet,Germany,36-45
148,2024-02-26,returning,mobile,Germany,56+
149,2024-02-28,new,mobile,Australia,36-45
150,2024-02-11,new,desktop,Canada,26-35
151,2024-01-30,VIP,mobile,United States,36-45
152,2024-01-10,new,mobile,United States,26-35
153,2024-01-17,new,mobile,United States,26-35
154,2024-01-09,returning,desktop,United Kingdom,18-25
155,2024-01-16,VIP,mobile,Australia,36-45
156,2024-02-17,new,mobile,United States,26-35
157,2024-02-05,returning,mobile,Germany,56+
158,2024-02-04,returning,desktop,United States,36-45
159,2024-01-17,new,mobile,United States,26-35
160,2024-02-17,returning,mobile,Canada,36-45
161,2024-02-07,new,desktop,United States,26-35
162,2024-01-28,returning,tablet,Australia,18-25
163,2024-02-27,returning,desktop,Canada,26-35
164,2024-02-07,returning,desktop,United States,46-55
165,2024-01-26,new,mobile,Germany,46-55
166,2024-01-24,returning,mobile,Australia,26-35
167,2024-01-15,new,mobile,Canada,26-35
168,2024-01-09,new,desktop,United States,18-25
169,2024-02-02,new,mobile,United States,26-35
170,2024-02-01,returning,desktop,United States,56+
171,2024-01-06,returning,tablet,United States,36-45
172,2024-02-18,new,mobile,Australia,36-45
173,2024-01-04,returning,mobile,United States,36-45
174,2024-02-25,new,mobile,Canada,36-45
175,2024-01-08,returning,mobile,United Kingdom,26-35
176,2024-01-10,new,mobile,Germany,26-35
177,2024-02-10,returning,desktop,United States,26-35
178,2024-01-11,new,mobile,United States,46-55
179,2024-02-20,VIP,mobile,United States,26-35
180,2024-02-13,new,mobile,United States,36-45
181,2024-01-28,new,tablet,United States,36-45
182,2024-02-08,new,desktop,Canada,36-45
183,2024-01-05,VIP,tablet,United States,18-25
184,2024-01-25,VIP,tablet,United States,18-25
185,2024-01-25,new,mobile,United States,26-35
186,2024-02-08,returning,mobile,Australia,36-45
187,2024-01-30,returning,mobile,Canada,46-55
188,2024-02-03,returning,mobile,Germany,18-25
189,2024-01-17,returning,desktop,United States,26-35
190,2024-02-05,new,mobile,Germany,46-55
191,2024-02-25,new,mobile,United States,18-25
192,2024-03-01,VIP,desktop,United States,56+
193,2024-01-01,VIP,desktop,United Kingdom,26-35
194,2024-02-13,returning,desktop,United Kingdom,46-55
195,2024-02-16,new,mobile,Australia,26-35
196,2024-01-08,new,desktop,United Kingdom,26-35
197,2024-02-13,returning,mobile,United States,26-35
198,2024-02-26,VIP,mobile,United States,46-55
199,2024-02-04,VIP,desktop,Canada,26-35
200,2024-02-18,returning,tablet,United States,36-45
201,2024-01-18,returning,mobile,United Kingdom,26-35
202,2024-02-19,new,mobile,Canada,46-55
203,2024-02-11,new,mobile,Australia,18-25
204,2024-01-22,VIP,mobile,Canada,26-35
205,2024-01-08,returning,desktop,Canada,18-25
206,2024-01-19,new,mobile,United States,26-35
207,2024-01-28,new,desktop,United States,26-35
208,2024-01-11,returning,desktop,Germany,18-25
209,2024-01-30,new,desktop,Australia,36-45
210,2024-01-01,new,mobile,United States,26-35
211,2024-02-16,returning,mobile,Germany,26-35
212,2024-02-26,returning,mobile,Canada,26-35
213,2024-02-16,returning,mobile,Australia,26-35
214,2024-01-17,new,mobile,United States,18-25
215,2024-02-02,returning,desktop,Canada,36-45
216,2024-02-18,new,mobile,United States,26-35
217,2024-01-12,new,desktop,Canada,36-45
218,2024-02-02,returning,mobile,United States,18-25
219,2024-02-28,returning,desktop,Canada,26-35
220,2024-01-07,returning,tablet,Canada,46-55
221,2024-02-25,returning,mobile,United States,26-35
222,2024-02-10,returning,desktop,United Kingdom,18-25
223,2024-01-20,new,desktop,United Kingdom,18-25
224,2024-02-23,new,desktop,Germany,46-55
225,2024-02-10,new,desktop,United States,18-25
226,2024-02-02,new,mobile,United States,56+
227,2024-02-08,VIP,mobile,Canada,18-25
228,2024-01-13,new,mobile,United States,26-35
229,2024-01-10,VIP,mobile,Canada,26-35
230,2024-01-24,returning,tablet,United States,18-25
231,2024-02-18,returning,desktop,United States,26-35
232,2024-01-11,returning,mobile,United States,36-45
233,2024-02-04,returning,desktop,United States,36-45
234,2024-02-19,returning,desktop,Australia,26-35
235,2024-02-29,new,mobile,Australia,36-45
236,2024-02-03,returning,mobile,Canada,36-45
237,2024-02-28,new,mobile,United States,18-25
238,2024-01-01,new,desktop,Australia,26-35
239,2024-02-08,returning,desktop,Australia,18-25
240,2024-01-21,new,mobile,Germany,18-25
241,2024-02-01,VIP,mobile,Canada,36-45
242,2024-01-02,VIP,desktop,United States,26-35
243,2024-01-08,VIP,tablet,United States,36-45
244,2024-02-29,new,desktop,Germany,36-45
245,2024-01-24,new,desktop,Germany,26-35
246,2024-02-26,VIP,mobile,United States,26-35
247,2024-02-23,returning,mobile,United States,36-45
248,2024-02-21,VIP,mobile,Canada,18-25
249,2024-01-20,VIP,desktop,Germany,36-45
250,2024-01-16,VIP,mobile,United Kingdom,26-35
251,2024-01-04,new,desktop,Canada,36-45
252,2024-01-16,new,mobile,United States,56+
253,2024-02-26,VIP,desktop,United States,26-35
254,2024-02-06,new,mobile,United Kingdom,18-25
255,2024-03-01,new,mobile,Germany,18-25
256,2024-01-06,returning,desktop,United States,18-25
257,2024-01-06,VIP,mobile,United States,36-45
258,2024-02-16,returning,tablet,United Kingdom,26-35
259,2024-02-01,returning,desktop,United States,18-25
260,2024-02-22,new,mobile,Canada,36-45
261,2024-01-05,returning,desktop,Canada,26-35
262,2024-02-18,VIP,desktop,United Kingdom,36-45
263,2024-02-04,new,mobile,Germany,26-35
264,2024-02-19,returning,tablet,United States,26-35
265,2024-01-09,VIP,mobile,Canada,26-35
266,2024-01-09,returning,mobile,United States,26-35
267,2024-02-12,returning,desktop,Germany,46-55
268,2024-01-31,returning,mobile,Germany,18-25
269,2024-03-01,new,mobile,United States,18-25
270,2024-02-05,new,mobile,United States,26-35
271,2024-01-11,returning,mobile,United States,18-25
272,2024-01-17,returning,desktop,Canada,36-45
273,2024-02-03,VIP,desktop,United States,26-35
274,2024-02-25,VIP,tablet,United Kingdom,26-35
275,2024-02-08,returning,desktop,United Kingdom,26-35
276,2024-01-28,returning,mobile,Canada,18-25
277,2024-01-14,returning,mobile,Germany,26-35
278,2024-02-29,returning,mobile,United States,26-35
279,2024-02-04,returning,desktop,Australia,46-55
280,2024-02-18,returning,mobile,United States,26-35
281,2024-02-16,VIP,mobile,United States,26-35
282,2024-02-14,new,tablet,United States,36-45
283,2024-01-13,new,desktop,Canada,18-25
284,2024-02-15,new,mobile,United States,26-35
285,2024-01-20,returning,mobile,Canada,26-35
286,2024-01-26,new,desktop,United States,36-45
287,2024-02-12,returning,desktop,Germany,18-25
288,2024-02-11,returning,mobile,Canada,26-35
289,2024-01-24,new,mobile,Canada,26-35
290,2024-01-29,returning,desktop,Australia,26-35
291,2024-02-27,new,desktop,United Kingdom,26-35
292,2024-02-03,new,desktop,United States,36-45
293,2024-01-29,returning,mobile,Canada,26-35
294,2024-01-08,new,tablet,Canada,18-25
295,2024-01-16,new,mobile,United States,18-25
296,2024-01-15,returning,mobile,United States,46-55
297,2024-01-05,returning,desktop,United States,36-45
298,2024-01-22,new,mobile,United Kingdom,36-45
299,2024-01-02,returning,desktop,United States,46-55
300,2024-02-07,new,mobile,United States,36-45
301,2024-02-05,new,desktop,United States,36-45
302,2024-01-15,returning,mobile,United Kingdom,36-45
303,2024-02-07,returning,desktop,Canada,26-35
304,2024-01-15,returning,mobile,United Kingdom,56+
305,2024-01-01,returning,desktop,United States,26-35
306,2024-01-05,VIP,desktop,Australia,18-25
307,2024-02-15,returning,mobile,Canada,18-25
308,2024-02-10,new,mobile,Canada,36-45
309,2024-01-04,returning,mobile,Australia,26-35
310,2024-01-15,new,desktop,Australia,18-25
311,2024-01-05,returning,mobile,United Kingdom,26-35
312,2024-02-27,new,mobile,Australia,36-45
313,2024-01-03,new,mobile,Canada,26-35
314,2024-02-25,VIP,tablet,United States,36-45
315,2024-01-22,returning,mobile,United States,36-45
316,2024-01-05,returning,mobile,Canada,46-55
317,2024-02-02,returning,desktop,Canada,26-35
318,2024-01-16,new,desktop,United States,36-45
319,2024-01-18,new,mobile,Germany,26-35
320,2024-02-12,new,tablet,United States,18-25
321,2024-02-01,returning,desktop,United States,26-35
322,2024-01-14,returning,mobile,United States,18-25
323,2024-02-04,returning,mobile,Australia,26-35
324,2024-01-09,new,desktop,Germany,18-25
325,2024-02-16,VIP,mobile,Canada,18-25
326,2024-02-29,returning,mobile,Germany,46-55
327,2024-02-26,returning,mobile,Germany,36-45
328,2024-02-06,returning,desktop,Australia,36-45
329,2024-02-06,returning,desktop,United States,26-35
330,2024-01-31,new,desktop,Canada,26-35
331,2024-01-16,new,mobile,United States,26-35
332,2024-02-20,returning,desktop,Australia,26-35
333,2024-01-31,new,desktop,Australia,26-35
334,2024-02-21,new,mobile,United Kingdom,18-25
335,2024-01-27,new,desktop,Canada,26-35
336,2024-01-13,new,mobile,Canada,26-35
337,2024-01-07,VIP,desktop,United States,26-35
338,2024-01-07,returning,mobile,United States,36-45
339,2024-02-12,returning,desktop,Canada,36-45
340,2024-01-28,new,tablet,United States,26-35
341,2024-01-23,returning,tablet,Australia,26-35
342,2024-01-28,returning,mobile,United States,56+
343,2024-01-27,new,mobile,Australia,36-45
344,2024-01-30,returning,mobile,United Kingdom,18-25
345,2024-02-25,new,desktop,United States,26-35
346,2024-02-16,returning,desktop,United States,18-25
347,2024-01-04,returning,mobile,Australia,36-45
348,2024-02-13,new,mobile,United Kingdom,26-35
349,2024-02-11,new,tablet,United States,26-35
350,2024-02-11,returning,mobile,United States,36-45
351,2024-01-07,returning,mobile,United Kingdom,36-45
352,2024-01-04,VIP,mobile,United States,26-35
353,2024-01-26,returning,mobile,United States,18-25
354,2024-02-16,new,desktop,United Kingdom,36-45
355,2024-01-22,new,tablet,United Kingdom,26-35
356,2024-02-21,returning,desktop,Canada,36-45
357,2024-02-25,new,mobile,Australia,18-25
358,2024-01-07,returning,desktop,United Kingdom,46-55
359,2024-01-16,VIP,mobile,Germany,26-35
360,2024-01-13,returning,mobile,United States,18-25
361,2024-01-13,new,tablet,United States,26-35
362,2024-02-04,returning,mobile,United States,46-55
363,2024-01-29,returning,mobile,United States,26-35
364,2024-01-09,returning,tablet,Australia,18-25
365,2024-01-28,VIP,mobile,Australia,26-35
366,2024-01-12,new,desktop,United Kingdom,36-45
367,2024-01-18,VIP,tablet,Canada,18-25
368,2024-01-30,VIP,mobile,United Kingdom,18-25
369,2024-01-16,new,mobile,Canada,18-25
370,2024-02-25,new,mobile,United States,18-25
371,2024-02-29,new,mobile,Canada,18-25
372,2024-01-05,new,mobile,Canada,26-35
373,2024-01-29,new,desktop,United States,36-45
374,2024-02-21,returning,mobile,United States,36-45
375,2024-02-25,new,mobile,United States,36-45
376,2024-02-24,new,desktop,Canada,26-35
377,2024-02-05,returning,desktop,United States,36-45
378,2024-01-07,new,desktop,United Kingdom,26-35
379,2024-01-04,returning,mobile,United States,46-55
380,2024-02-11,new,desktop,United States,26-35
381,2024-02-04,new,desktop,Germany,18-25
382,2024-02-23,returning,mobile,Canada,36-45
383,2024-01-01,returning,mobile,United States,18-25
384,2024-01-06,VIP,mobile,Germany,56+
385,2024-02-29,returning,desktop,United States,36-45
386,2024-02-18,returning,mobile,Germany,36-45
387,2024-02-24,new,tablet,Canada,36-45
388,2024-01-16,new,desktop,United States,18-25
389,2024-01-11,returning,tablet,Canada,26-35
390,2024-01-27,returning,mobile,United States,36-45
391,2024-02-01,VIP,mobile,United States,18-25
392,2024-01-31,returning,mobile,United States,36-45
393,2024-01-14,new,mobile,United States,36-45
394,2024-02-25,returning,desktop,United Kingdom,26-35
395,2024-01-26,new,mobile,Germany,18-25
396,2024-02-27,VIP,mobile,Germany,46-55
397,2024-01-04,VIP,mobile,United States,18-25
398,2024-01-11,returning,mobile,United Kingdom,26-35
399,2024-01-25,returning,desktop,United States,26-35
400,2024-01-01,returning,desktop,Canada,36-45
401,2024-01-25,new,desktop,Germany,56+
402,2024-01-17,VIP,mobile,United States,26-35
403,2024-02-29,returning,tablet,Australia,46-55
404,2024-02-20,returning,desktop,Germany,26-35
405,2024-02-20,new,mobile,United Kingdom,36-45
406,2024-01-30,VIP,mobile,United Kingdom,18-25
407,2024-01-19,new,tablet,United Kingdom,26-35
408,2024-01-28,new,desktop,Australia,46-55
409,2024-02-14,VIP,desktop,United Kingdom,26-35
410,2024-02-16,new,mobile,United States,18-25
411,2024-02-20,new,mobile,Canada,26-35
412,2024-02-05,VIP,desktop,United States,26-35
413,2024-02-12,VIP,desktop,Australia,18-25
414,2024-02-15,returning,mobile,Australia,46-55
415,2024-02-01,returning,desktop,Canada,36-45
416,2024-01-10,returning,mobile,United Kingdom,26-35
417,2024-01-13,new,desktop,Australia,56+
418,2024-01-19,new,tablet,United States,18-25
419,2024-01-14,returning,desktop,Canada,36-45
420,2024-01-04,returning,mobile,Canada,18-25
421,2024-02-07,returning,mobile,United Kingdom,18-25
422,2024-02-17,returning,desktop,United States,26-35
423,2024-02-04,new,desktop,United Kingdom,36-45
424,2024-01-04,returning,mobile,United States,36-45
425,2024-02-17,new,tablet,United States,18-25
426,2024-01-21,returning,mobile,United States,26-35
427,2024-01-04,returning,mobile,United States,36-45
428,2024-01-04,VIP,mobile,United States,46-55
429,2024-02-07,new,mobile,Canada,36-45
430,2024-01-31,new,mobile,United Kingdom,26-35
431,2024-02-02,new,tablet,United States,26-35
432,2024-02-28,returning,mobile,Canada,36-45
433,2024-02-24,returning,mobile,Canada,18-25
434,2024-02-03,new,desktop,United States,26-35
435,2024-01-11,new,desktop,United States,26-35
436,2024-01-04,returning,desktop,United Kingdom,26-35
437,2024-02-02,new,mobile,United States,36-45
438,2024-01-06,returning,desktop,United States,36-45
439,2024-02-24,returning,mobile,Australia,56+
440,2024-01-12,new,mobile,United Kingdom,26-35
441,2024-01-05,new,mobile,Canada,26-35
442,2024-02-08,VIP,mobile,Canada,18-25
443,2024-01-05,new,mobile,Germany,26-35
444,2024-02-13,new,desktop,Germany,18-25
445,2024-02-25,returning,mobile,United States,18-25
446,2024-01-16,VIP,desktop,Canada,18-25
447,2024-01-26,VIP,mobile,Canada,36-45
448,2024-01-08,returning,mobile,United States,26-35
449,2024-03-01,new,mobile,Australia,36-45
450,2024-02-26,new,tablet,United States,26-35
451,2024-02-06,returning,desktop,United States,26-35
452,2024-01-16,returning,tablet,Australia,18-25
453,2024-02-07,returning,desktop,United States,36-45
454,2024-02-08,VIP,desktop,United States,18-25
455,2024-01-03,new,desktop,United Kingdom,26-35
456,2024-02-09,returning,desktop,United States,18-25
457,2024-01-06,new,mobile,United Kingdom,36-45
458,2024-01-27,returning,mobile,United States,36-45
459,2024-02-12,new,mobile,United States,36-45
460,2024-02-07,new,mobile,United States,18-25
461,2024-02-06,new,mobile,United Kingdom,36-45
462,2024-02-03,returning,mobile,United States,36-45
463,2024-01-21,returning,mobile,Canada,18-25
464,2024-02-29,returning,mobile,Germany,26-35
465,2024-01-17,VIP,tablet,Australia,18-25
466,2024-01-14,new,mobile,United Kingdom,36-45
467,2024-02-12,new,mobile,United States,18-25
468,2024-02-15,VIP,desktop,Canada,26-35
469,2024-01-21,new,mobile,United Kingdom,18-25
470,2024-01-16,VIP,mobile,Germany,26-35
471,2024-01-17,new,mobile,Germany,18-25
472,2024-01-26,VIP,mobile,Australia,36-45
473,2024-01-09,new,mobile,Germany,18-25
474,2024-02-12,VIP,mobile,United States,18-25
475,2024-02-11,returning,mobile,United Kingdom,36-45
476,2024-01-20,VIP,desktop,Germany,46-55
477,2024-01-30,new,desktop,Germany,46-55
478,2024-01-21,returning,desktop,Australia,18-25
479,2024-02-29,VIP,mobile,Canada,26-35
480,2024-02-18,returning,mobile,United Kingdom,26-35
481,2024-02-29,returning,desktop,United States,18-25
482,2024-01-05,returning,mobile,Canada,26-35
483,2024-01-01,returning,desktop,Canada,26-35
484,2024-01-30,returning,mobile,Australia,26-35
485,2024-02-09,returning,desktop,Australia,46-55
486,2024-02-06,VIP,mobile,United Kingdom,26-35
487,2024-01-07,new,mobile,United States,36-45
488,2024-01-05,new,desktop,United States,26-35
489,2024-02-04,VIP,desktop,United Kingdom,26-35
490,2024-01-14,VIP,mobile,United States,36-45
491,2024-02-02,returning,tablet,United States,56+
492,2024-01-17,returning,mobile,Germany,46-55
493,2024-01-09,new,mobile,United States,36-45
494,2024-02-29,new,desktop,United States,26-35
495,2024-01-23,returning,desktop,Canada,26-35
496,2024-02-26,new,tablet,Australia,36-45
497,2024-01-05,returning,mobile,Germany,18-25
498,2024-02-26,new,mobile,Australia,26-35
499,2024-01-16,VIP,desktop,United Kingdom,26-35
500,2024-01-24,VIP,mobile,United States,36-45
501,2024-01-19,returning,mobile,Australia,18-25
502,2024-01-11,returning,mobile,United States,36-45
503,2024-01-29,new,mobile,United States,36-45
504,2024-02-23,returning,mobile,United States,18-25
505,2024-02-04,returning,mobile,Germany,26-35
506,2024-02-15,new,desktop,Australia,36-45
507,2024-01-20,VIP,desktop,United States,46-55
508,2024-02-09,returning,mobile,Canada,18-25
509,2024-02-21,VIP,mobile,Germany,18-25
510,2024-02-11,returning,mobile,United States,18-25
511,2024-02-03,returning,mobile,United Kingdom,56+
512,2024-01-01,returning,desktop,Canada,36-45
513,2024-02-12,VIP,tablet,United States,36-45
514,2024-02-22,VIP,desktop,United States,18-25
515,2024-02-05,new,desktop,United States,26-35
516,2024-01-20,new,mobile,United Kingdom,36-45
517,2024-02-29,new,mobile,Australia,46-55
518,2024-02-12,returning,tablet,Canada,26-35
519,2024-01-07,VIP,tablet,Germany,56+
520,2024-03-01,new,mobile,United Kingdom,18-25
521,2024-02-26,returning,mobile,United States,26-35
522,2024-01-09,new,desktop,Canada,46-55
523,2024-01-17,VIP,mobile,United Kingdom,36-45
524,2024-01-08,returning,desktop,United States,36-45
525,2024-02-26,returning,desktop,United States,46-55
526,2024-01-07,returning,mobile,Australia,26-35
527,2024-02-17,returning,tablet,Canada,18-25
528,2024-02-05,new,tablet,United States,36-45
529,2024-01-10,new,tablet,United States,26-35
530,2024-01-18,VIP,mobile,United States,36-45
531,2024-01-19,returning,mobile,United States,26-35
532,2024-02-08,VIP,desktop,United States,36-45
533,2024-01-14,VIP,mobile,United States,46-55
534,2024-02-15,returning,mobile,United States,36-45
535,2024-01-22,returning,mobile,Canada,36-45
536,2024-01-14,VIP,desktop,United States,26-35
537,2024-02-13,returning,mobile,United States,26-35
538,2024-02-10,new,mobile,United States,56+
539,2024-02-24,returning,mobile,United States,36-45
540,2024-01-17,new,desktop,United States,36-45
541,2024-02-02,VIP,desktop,Canada,26-35
542,2024-02-01,returning,mobile,Canada,26-35
543,2024-01-17,new,tablet,United States,36-45
544,2024-02-27,returning,mobile,Germany,36-45
545,2024-02-28,returning,desktop,Canada,26-35
546,2024-02-24,new,desktop,United States,26-35
547,2024-01-04,new,desktop,United States,18-25
548,2024-01-06,returning,mobile,Australia,26-35
549,2024-02-10,returning,tablet,Australia,18-25
550,2024-01-28,returning,tablet,United States,26-35
551,2024-02-23,returning,desktop,United States,46-55
552,2024-01-18,VIP,mobile,Canada,56+
553,2024-01-03,returning,mobile,Canada,26-35
554,2024-01-01,returning,desktop,United States,18-25
555,2024-01-22,VIP,mobile,Canada,26-35
556,2024-02-19,returning,desktop,United States,36-45
557,2024-01-09,new,mobile,United States,26-35
558,2024-02-10,new,desktop,Canada,18-25
559,2024-01-17,returning,mobile,Australia,18-25
560,2024-01-11,returning,mobile,United States,26-35
561,2024-02-17,returning,mobile,United Kingdom,18-25
562,2024-01-29,new,mobile,United States,18-25
563,2024-02-05,new,mobile,United States,46-55
564,2024-02-15,new,desktop,Germany,36-45
565,2024-01-28,new,desktop,Canada,18-25
566,2024-02-05,returning,desktop,Canada,26-35
567,2024-01-01,new,desktop,United States,26-35
568,2024-01-08,returning,mobile,United States,18-25
569,2024-01-05,VIP,mobile,Canada,36-45
570,2024-03-01,new,mobile,United States,26-35
571,2024-02-26,returning,desktop,United States,26-35
572,2024-02-14,returning,mobile,Canada,26-35
573,2024-02-27,new,mobile,United States,26-35
574,2024-01-10,returning,desktop,United States,46-55
575,2024-02-04,VIP,tablet,United Kingdom,36-45
576,2024-01-03,VIP,desktop,United States,46-55
577,2024-02-23,new,desktop,Canada,36-45
578,2024-01-24,VIP,desktop,Australia,26-35
579,2024-02-07,returning,mobile,United States,26-35
580,2024-02-05,new,desktop,United States,36-45
581,2024-01-10,returning,desktop,Canada,46-55
582,2024-01-28,VIP,mobile,Canada,18-25
583,2024-01-09,returning,mobile,Canada,26-35
584,2024-01-03,new,mobile,United States,18-25
585,2024-01-20,returning,mobile,United States,36-45
586,2024-01-24,new,desktop,United States,36-45
587,2024-02-27,new,mobile,United Kingdom,46-55
588,2024-02-29,new,mobile,United States,18-25
